miRNA	A10_SM385B	A11_SM385B	A12_SM385B	A13_SM385B	A14_SM385B	A1_SM385B	A2_SM385B	A3_SM385B	A4_SM385B	A5_SM385B	A6_SM385B	A7_SM385B	A8_SM385B	A9_SM385B	B10_SM385B	B11_SM385B	B12_SM385B	B13_SM385B	B1_SM385B	B2_SM385B	B3_SM385B	B4_SM385B	B5_SM385B	B6_SM385B	B7_SM385B	B8_SM385B	B9_SM385B	C1_SM385B	C2_SM385B	C3_SM385B	C4_SM385B	C5_SM385B	C6_SM385B
hsa-miR-4787-3p	348	265	259	100	53	81	185	78	126	23	167	114	125	191	33	40	50	38	80	246	114	62	83	567	19	154	354	53	29	13	129	17	87
hsa-miR-4787-5p	25	2	20	0	7	0	2	0	10	8	12	2	10	23	6	12	3	0	0	62	2	3	0	115	1	49	3	11	3	6	4	0	4
hsa-miR-4788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4789-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
hsa-miR-4789-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4790-3p	0	0	4	5	1	0	15	4	0	1	0	2	0	23	0	7	0	6	4	0	6	9	2	59	3	0	0	0	1	0	0	0	2
hsa-miR-4790-5p	4	1	3	1	5	0	2	1	0	0	0	0	0	0	0	0	0	0	5	0	11	0	0	10	0	0	14	0	0	0	0	0	2
hsa-miR-4791	3	9	6	0	0	0	0	0	8	2	17	2	0	1	2	0	0	0	0	0	3	8	0	14	0	8	12	0	6	0	0	0	1
hsa-miR-4793-3p	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4793-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4794	0	0	0	0	0	0	10	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-4795-3p	0	7	2	2	0	0	1	0	1	1	0	1	0	35	7	0	16	0	2	0	1	0	0	63	11	6	7	0	0	11	0	1	0
hsa-miR-4795-5p	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	0	0	0	2	3	18	0	0	0	0	0	0
hsa-miR-4796-3p	0	0	7	2	5	6	11	6	1	0	1	2	0	49	0	0	17	0	3	0	3	6	0	1	4	29	8	0	0	0	1	0	2
hsa-miR-4796-5p	21	4	0	1	0	0	0	0	2	0	9	7	2	3	6	0	9	3	0	4	1	0	0	29	1	0	0	0	0	0	0	1	0
hsa-miR-4797-3p	18	63	22	4	0	1	13	4	1	1	24	5	7	47	0	8	8	13	0	20	8	0	20	13	18	51	26	5	1	3	0	2	0
hsa-miR-4797-5p	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
hsa-miR-4798-3p	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	3
hsa-miR-4798-5p	4	37	2	11	6	1	2	3	1	2	2	9	3	53	18	15	7	0	0	0	1	7	6	3	5	12	192	3	3	2	20	0	5
hsa-miR-4799-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4799-5p	0	0	0	0	0	0	0	7	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
hsa-miR-4800-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-4800-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	1	0	0	0
hsa-miR-4801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0
hsa-miR-4802-3p	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4802-5p	0	0	0	0	0	0	1	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4803	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4804-3p	5	21	2	0	1	0	15	0	0	0	0	1	0	1	0	0	0	1	3	0	3	0	3	35	0	0	0	0	0	0	0	2	2
hsa-miR-4804-5p	12	44	19	6	0	0	4	1	5	1	10	3	10	0	0	6	1	2	4	21	2	9	0	0	4	6	1	0	0	4	5	0	4
hsa-miR-483-3p	8	41	11	37	9	8	2	15	13	17	10	27	18	606	31	0	9	4	4	37	14	2	1	60	6	44	30	2	0	9	0	0	5
hsa-miR-483-5p	13	18	46	5	5	15	13	9	13	2	6	11	6	128	26	0	0	1	5	15	8	4	3	210	4	16	15	0	6	15	0	0	5
hsa-miR-484	5733	3892	3854	2144	1332	1338	3088	2002	2038	829	4534	2923	3040	6273	1555	1435	1806	640	2165	4312	2121	1881	1670	10892	1788	10110	8279	744	486	564	1055	497	911
hsa-miR-485-3p	6218	10003	5286	3514	1421	371	3800	3110	4472	1747	4329	4383	4637	7043	1949	4379	5976	2028	6215	23807	4113	4355	2208	12506	4594	14702	6746	950	770	147	1283	366	1539
hsa-miR-485-5p	3153	3624	3216	1076	536	152	1702	884	1188	438	1355	1314	1823	2123	640	1034	1756	627	1911	6790	938	1106	1148	4125	1199	5160	2580	274	320	212	468	150	647
hsa-miR-486-3p	25	15	27	12	12	45	25	17	9	2	19	16	27	34	8	9	13	2	6	78	7	4	2	18	9	20	58	4	3	3	3	4	15
hsa-miR-486-5p	3667	2196	1960	1158	2020	4193	3438	1642	1766	828	2869	5283	3940	5249	960	1122	2675	372	1517	4349	2190	967	2495	7104	1094	4706	14204	532	387	439	1812	1005	1408
hsa-miR-487a-3p	3657	3795	4859	2472	976	288	4212	1429	1340	613	5488	3781	2037	6991	2207	2919	3159	515	3399	751	1273	1907	1562	7643	3117	17926	8174	475	636	211	1169	581	1053
hsa-miR-487a-5p	1106	1101	1123	394	227	76	654	296	356	115	946	610	440	824	216	231	354	96	549	742	360	460	303	1691	402	1872	895	159	49	70	263	116	276
hsa-miR-487b-3p	100203	104531	98343	59121	29020	11904	88386	33086	33086	12972	115622	67367	46901	141103	49103	62367	108859	24667	81793	49270	30983	59609	42032	204893	68670	325812	191426	9664	28558	5905	37245	12307	19742
hsa-miR-487b-5p	201	316	371	125	43	32	115	60	126	44	193	172	224	241	75	162	106	43	174	349	122	108	63	374	130	734	281	33	26	16	69	54	66
hsa-miR-488-3p	6866	4738	4990	3442	1180	1369	5946	1694	1489	1216	5641	3498	2387	11131	1921	1894	1080	398	2177	1447	3143	2164	1929	15978	1408	8209	13973	1032	1099	529	1790	700	2026
hsa-miR-488-5p	1570	1551	1475	967	359	188	1583	387	445	237	1491	1035	841	2629	748	482	570	157	759	431	719	758	738	5634	479	2892	3839	219	434	62	506	113	512
hsa-miR-489-3p	6	19	30	17	3	16	26	31	0	0	32	34	53	249	5	0	9	0	5	28	45	9	0	47	17	13	15	1	8	5	41	4	25
hsa-miR-489-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-490-3p	453	308	341	213	118	32	281	113	173	42	475	296	112	209	239	268	167	44	272	102	126	154	194	761	144	1492	1309	37	48	22	88	20	150
hsa-miR-490-5p	186	76	152	40	17	7	146	34	18	13	51	49	49	85	16	16	6	13	69	28	34	20	20	325	7	153	348	31	6	16	14	4	61
hsa-miR-491-3p	129	133	185	131	61	5	152	67	56	23	239	125	66	244	116	85	119	31	146	60	78	111	128	500	87	557	829	64	126	13	114	42	61
hsa-miR-491-5p	1409	628	1074	451	255	132	1066	400	788	336	1131	710	620	1088	311	238	151	61	630	585	806	413	267	2125	342	1258	1529	395	63	36	151	98	459
hsa-miR-492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-493-3p	278	413	245	85	77	109	213	68	65	18	205	156	84	295	149	62	287	29	140	138	66	115	215	677	108	457	586	24	76	14	182	45	46
hsa-miR-493-5p	599	674	464	272	164	86	429	156	174	84	478	221	307	656	155	345	624	186	362	532	172	276	284	1049	280	1218	963	84	166	48	220	84	113
hsa-miR-494-3p	3163	3407	2829	2109	1250	658	2194	1085	2223	792	3293	2426	1455	3604	1825	1961	2417	736	2875	2231	1578	1850	1877	6280	2321	11986	9819	657	943	310	1662	405	1416
hsa-miR-494-5p	5	0	4	0	0	0	1	4	2	2	3	3	28	0	5	0	0	0	7	0	1	2	5	0	0	11	12	4	0	0	1	0	4
hsa-miR-495-3p	32409	47746	27306	17483	9815	3835	32923	12839	10445	4978	34514	25889	17898	43418	13724	15793	12862	4264	26209	19599	10407	23258	14695	78963	19065	84910	68249	4224	8271	2503	15787	4159	8201
hsa-miR-495-5p	26	127	71	20	9	3	61	27	7	8	42	43	12	10	11	11	17	4	19	24	24	33	1	25	24	111	164	7	7	3	6	5	17
hsa-miR-496	400	256	388	158	51	40	281	105	113	51	337	265	203	410	119	161	35	17	144	221	147	122	46	733	145	929	455	79	80	31	111	71	88
hsa-miR-497-3p	1	0	1	8	0	5	3	1	5	1	5	5	0	32	0	0	6	0	7	0	12	0	0	0	4	0	29	0	0	3	0	1	4
hsa-miR-497-5p	4518	3186	3461	1835	1615	4221	4111	1687	1215	698	4377	3119	2274	12681	1953	696	587	196	1766	954	3308	1353	1022	6642	898	7903	10286	668	628	297	1126	306	1627
hsa-miR-498-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-498-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-4999-3p	12	2	0	8	0	6	17	1	4	0	1	2	3	6	3	0	0	0	2	0	3	0	5	0	0	24	59	0	0	0	2	0	1
hsa-miR-4999-5p	61	30	26	24	3	25	25	1	6	1	7	33	55	79	14	8	26	0	21	10	8	14	36	167	26	33	69	14	13	0	1	0	4
hsa-miR-499a-3p	4	3	0	0	3	1	2	1	11	3	5	0	4	0	5	7	15	0	0	3	31	0	0	0	0	9	1	0	0	2	0	0	4
hsa-miR-499a-5p	3649	1863	2738	1381	1321	822	2774	1478	1055	649	3289	2091	1536	11657	1953	1784	1831	478	1185	1114	1640	1456	1365	8808	1407	9528	12888	387	845	1290	1384	638	589
hsa-miR-499b-3p	0	1	15	0	2	0	0	2	1	0	0	5	0	30	12	0	9	4	0	0	3	0	0	0	0	14	6	0	0	0	0	0	0
hsa-miR-499b-5p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0
hsa-miR-5000-3p	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	4	0	0	0	0	0	0	0	0	37	36	0	0	0	0	0	0
hsa-miR-5000-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-5001-3p	131	119	56	80	24	6	79	14	65	23	112	69	126	62	20	10	93	8	74	95	66	56	67	301	54	195	153	12	16	7	17	0	22
hsa-miR-5001-5p	2	0	0	0	0	0	11	0	2	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
hsa-miR-5002-3p	0	0	0	0	1	0	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0
hsa-miR-5002-5p	64	15	14	13	0	0	4	8	3	0	27	3	2	1	1	0	5	2	9	18	17	7	15	45	1	24	63	0	5	0	12	1	9
hsa-miR-5003-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5003-5p	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5004-3p	21	9	22	4	0	0	4	0	1	0	4	3	0	32	5	0	5	0	8	0	4	1	0	42	6	20	2	0	10	0	23	0	0
hsa-miR-5004-5p	1	1	9	2	0	0	1	1	0	8	4	3	0	52	0	0	7	0	1	0	0	0	0	30	0	43	3	0	0	0	1	0	0
hsa-miR-5006-3p	16	23	48	4	0	2	17	16	5	5	25	18	4	2	4	3	4	1	22	7	0	13	12	79	6	35	30	0	2	4	14	0	5
hsa-miR-5006-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5007-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5007-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5008-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5008-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5009-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5009-5p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	7	0	1
hsa-miR-500a-3p	1326	1069	1036	614	463	304	783	605	365	203	974	658	963	2268	441	540	886	407	670	1159	771	404	367	3344	428	2737	2298	157	103	104	304	112	203
hsa-miR-500a-5p	182	239	169	126	113	174	206	107	74	50	236	154	57	519	119	86	32	14	103	78	174	93	70	678	67	483	648	75	53	4	65	19	45
hsa-miR-500b-3p	30	21	0	6	1	1	0	3	2	3	0	3	1	0	2	0	0	5	1	1	3	2	13	0	1	2	18	0	0	0	0	0	0
hsa-miR-500b-5p	139	207	151	94	86	159	159	76	56	39	192	134	49	435	90	63	14	13	90	48	131	85	61	576	42	410	557	53	37	4	60	15	34
hsa-miR-501-3p	932	805	762	317	299	162	501	351	264	119	524	332	606	1624	337	396	591	245	416	1013	450	303	243	1838	349	1799	930	86	64	52	97	24	105
hsa-miR-501-5p	525	363	289	125	134	118	207	217	80	39	308	204	151	622	124	62	224	99	184	108	167	130	172	879	203	843	391	59	27	41	91	19	75
hsa-miR-5010-3p	164	237	150	118	90	23	175	94	62	29	175	109	54	119	44	106	33	15	116	90	95	122	40	674	94	486	290	20	41	14	87	19	74
hsa-miR-5010-5p	8	31	53	3	0	1	13	0	7	1	17	8	0	22	8	9	0	2	7	25	5	8	0	29	4	60	18	0	1	0	2	0	3
hsa-miR-5011-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5011-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-502-3p	1553	1316	969	653	501	244	948	669	385	268	1229	693	567	2922	583	524	939	326	717	919	889	645	406	2852	487	3125	2296	116	124	114	275	101	196
hsa-miR-502-5p	94	79	15	15	60	13	25	25	15	6	60	45	2	72	10	5	10	10	34	17	45	19	7	71	11	64	67	3	6	8	44	0	8
hsa-miR-503-3p	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
hsa-miR-503-5p	328	241	132	74	60	16	104	74	21	29	285	65	126	364	39	26	126	10	90	181	108	39	37	344	45	313	274	11	30	0	44	17	98
hsa-miR-504-3p	23	21	25	16	10	0	2	0	7	0	28	13	2	29	2	5	5	15	6	26	4	5	2	256	2	24	39	0	0	0	6	0	0
hsa-miR-504-5p	5212	6993	5555	2561	1167	144	4389	1979	3084	1215	3688	2916	3372	4695	1643	2247	3549	1545	4242	13052	2920	2975	1512	13560	3241	12828	7682	1311	370	70	716	222	1217
hsa-miR-5047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-505-3p	6426	5907	4497	2412	1688	388	3256	1691	1825	716	4351	3380	1538	5581	1811	2166	2676	797	3492	3396	2251	2740	1558	13204	2260	11558	11354	563	916	338	1561	453	455
hsa-miR-505-5p	176	321	167	81	26	6	88	30	83	14	74	115	98	151	17	53	84	2	117	289	37	49	52	102	58	252	129	19	13	10	26	19	10
hsa-miR-506-3p	19	119	46	26	47	3	270	19	14	31	28	18	110	90	52	11	61	47	46	55	41	56	46	424	36	31	11	1	35	1	7	10	10
hsa-miR-506-5p	1	5	2	3	5	0	28	9	1	0	2	1	0	7	3	0	2	14	6	5	3	11	10	67	5	2	27	0	0	0	0	6	0
hsa-miR-507	1	7	0	0	1	0	13	0	0	0	6	0	0	17	2	0	0	7	3	0	0	5	0	32	2	0	0	0	0	0	0	0	0
hsa-miR-508-3p	210	701	293	374	277	23	1719	148	150	156	317	194	299	1043	272	90	499	511	254	560	250	484	387	3148	198	219	1008	14	130	57	211	50	60
hsa-miR-508-5p	3	15	32	3	4	0	63	7	7	7	17	6	0	12	22	8	12	50	18	2	18	28	10	114	7	92	39	0	3	3	6	0	1
hsa-miR-5087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5088-3p	0	0	0	0	7	0	0	0	0	1	6	0	0	0	0	20	7	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5088-5p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5089-3p	3	4	2	0	0	0	0	0	0	0	0	0	12	0	0	0	0	6	0	0	2	0	2	0	0	0	12	0	1	1	10	0	0
hsa-miR-5089-5p	0	0	0	0	0	0	8	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-509-3-5p	94	175	45	37	29	12	339	32	31	53	101	46	136	237	67	30	86	184	72	59	64	114	18	661	46	60	225	8	27	7	25	15	16
hsa-miR-509-3p	35	300	243	79	54	3	452	23	28	28	104	48	81	120	70	19	121	83	36	87	42	96	115	537	32	37	235	3	39	23	54	24	18
hsa-miR-509-5p	3	64	7	41	37	7	270	18	14	22	18	24	6	81	35	24	26	39	39	9	21	45	11	479	30	55	22	0	0	0	6	7	9
hsa-miR-5090	2	17	0	2	7	0	1	0	0	2	2	0	0	0	2	0	7	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5091	3	0	16	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5094	1	9	0	0	0	0	8	4	0	0	13	3	0	1	0	0	0	0	0	1	0	11	0	65	8	14	18	0	1	0	3	0	1
hsa-miR-510-3p	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-510-5p	17	3	7	6	3	2	50	10	0	0	9	13	0	55	19	0	9	20	6	0	8	3	2	88	5	13	30	0	0	1	1	0	2
hsa-miR-5100	66	115	46	52	23	2	24	28	25	12	25	31	53	101	14	42	32	7	15	195	16	22	20	377	38	309	134	0	13	0	2	5	3
hsa-miR-511-3p	35	47	3	5	6	4	19	10	2	3	63	13	1	78	16	7	5	0	7	3	10	14	4	8	4	51	105	0	0	0	2	6	5
hsa-miR-511-5p	70	63	24	16	5	3	47	7	9	7	63	10	26	104	25	0	13	11	16	5	6	18	0	7	5	35	24	3	6	4	17	13	7
hsa-miR-512-3p	0	3	0	3	5	0	2	0	1	1	4	0	0	0	0	0	0	1	1	0	3	0	0	25	0	27	2	0	0	1	0	0	0
hsa-miR-512-5p	2	0	11	0	0	0	0	0	1	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-513a-3p	13	2	11	3	2	1	4	0	2	0	6	8	0	11	3	0	0	0	4	0	1	5	0	24	0	2	31	0	1	2	1	0	0
hsa-miR-513a-5p	13	111	33	30	2	0	179	25	7	23	48	13	36	130	10	0	74	65	30	7	25	60	53	260	14	23	35	0	5	0	13	0	4
hsa-miR-513b-3p	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0
hsa-miR-513b-5p	13	76	24	11	1	3	124	0	8	10	6	12	0	36	21	0	29	40	17	0	10	20	22	149	27	27	47	0	12	0	1	0	1
hsa-miR-513c-3p	14	4	11	3	2	1	4	0	2	0	6	8	2	10	3	0	0	0	4	0	1	7	0	1	0	2	31	0	1	2	1	0	0
hsa-miR-513c-5p	14	68	6	14	5	2	70	16	1	4	30	10	2	82	10	6	5	21	12	35	9	34	41	87	5	17	18	0	8	5	8	3	1
hsa-miR-514a-3p	299	684	419	470	223	58	2383	122	157	190	546	424	311	1030	495	38	189	219	254	139	593	285	327	3261	123	254	1533	70	83	50	194	92	100
hsa-miR-514a-5p	29	85	51	49	23	4	159	27	8	26	48	44	34	185	28	9	26	30	29	37	64	47	5	262	24	61	127	7	12	0	14	3	5
hsa-miR-514b-3p	29	6	15	4	7	0	35	1	2	0	3	4	2	44	0	0	1	1	6	1	5	7	14	3	0	1	0	0	0	0	2	2	0
hsa-miR-514b-5p	8	6	12	3	3	0	24	12	3	4	5	4	2	0	6	0	11	12	4	0	6	21	2	21	4	0	0	0	1	0	3	0	0
hsa-miR-515-3p	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-515-5p	1	1	1	4	0	0	0	0	9	0	2	3	0	0	0	0	0	0	0	0	5	0	0	0	0	4	1	2	0	0	0	0	2
hsa-miR-516a-3p	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-516a-5p	159	74	143	88	45	3	195	31	86	45	181	37	100	124	79	133	112	21	123	29	104	98	28	55	52	438	675	95	36	6	83	49	107
hsa-miR-516b-3p	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-516b-5p	23	5	22	11	12	1	13	1	11	5	10	17	48	61	14	52	12	10	5	2	5	6	0	3	5	111	50	2	6	0	20	0	6
hsa-miR-517a-3p	91	72	175	72	27	9	26	27	46	13	116	73	98	64	32	134	37	27	41	54	45	32	15	58	58	734	206	24	11	3	78	11	13
hsa-miR-517b-3p	91	72	175	72	27	9	26	27	46	13	116	73	98	64	32	134	37	27	41	54	45	32	15	58	58	734	206	24	11	3	78	11	13
hsa-miR-517c-3p	12	4	32	6	2	4	11	1	3	0	12	12	1	13	14	13	0	5	6	1	4	5	0	2	0	115	48	2	0	0	2	0	1
hsa-miR-5186	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-5187-3p	0	0	14	0	0	0	2	0	2	0	3	2	1	0	3	0	0	0	1	31	2	0	0	0	0	12	22	0	0	0	1	0	2
hsa-miR-5187-5p	11	22	11	8	2	2	21	1	2	1	15	12	1	0	0	0	15	0	7	22	7	9	5	0	5	1	11	1	0	10	19	7	5
hsa-miR-5188	3	0	0	0	2	2	4	1	0	1	1	3	0	0	1	4	0	0	3	0	2	0	0	32	0	0	7	0	4	1	0	0	0
hsa-miR-5189-3p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-5189-5p	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518a-3p	19	2	0	0	1	0	8	1	10	0	13	14	0	0	2	0	0	0	2	0	5	0	5	0	7	18	0	1	0	0	0	0	1
hsa-miR-518a-5p	12	0	2	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-518b	9	6	10	3	4	0	3	1	5	0	3	7	1	1	6	5	0	0	6	0	2	2	15	23	1	12	24	0	0	0	0	0	2
hsa-miR-518c-3p	15	0	4	10	0	0	22	5	14	1	13	2	34	0	0	0	0	0	1	6	3	0	0	0	2	48	14	0	4	0	5	0	1
hsa-miR-518c-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518d-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-518d-5p	4	1	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518e-3p	1	0	7	0	0	0	0	0	4	0	3	0	0	26	0	0	0	0	0	0	0	3	0	1	0	2	22	0	0	0	13	0	0
hsa-miR-518e-5p	0	9	3	0	4	0	8	0	8	6	7	2	1	8	2	9	7	6	4	0	1	17	14	36	2	15	40	0	0	1	0	0	6
hsa-miR-518f-3p	0	3	1	0	0	0	0	0	1	0	0	0	25	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0
hsa-miR-518f-5p	4	1	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5191	0	3	1	0	0	0	6	0	3	0	0	0	0	0	0	0	5	0	0	3	0	2	0	0	0	15	0	0	0	9	0	0	0
hsa-miR-5192	29	2	1	6	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	23	2	0	0	22	0	2	17	2	8	0	0	0	0
hsa-miR-5193	2	0	0	0	6	0	10	0	5	1	0	2	0	18	0	0	0	0	2	0	0	4	0	1	0	12	17	0	0	0	0	0	0
hsa-miR-5194	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5195-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
